cluster_id,topic_name,topic_description,keywords,cluster_size_chunks,cluster_weight_total,classifier_model,final_prompt_sha256,final_prompt_path
165,Public hearings and approvals for zoning petitions and official map changes,"Procedural zoning actions: hearings and resolutions approving zoning petitions and official-map amendments, including map changes for street extensions.","['zoning petitions', 'official map addition', 'public hearing', 'city council', 'resolution', 'street extensions']",178,18.931633601753177,openai:gpt-5-nano,93eaf1a29e1d66c8d2f7d8fdc13aa1f7eac394a5b4019aabb7c860390cbc4454,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
166,Public hearing for street-improvement assessments on abutting parcels,"Procedural notices announcing a public hearing to levy assessments against property owners for street-improvement projects along multiple Corpus Christi streets, listing affected routes and abutting parcels.","['public hearing', 'assessment', 'abutting property', 'street improvements', 'Corpus Christi', 'MacArthur Street', 'Horne Road', 'Burnet Street', 'Roslyn Street', 'Marguerite Street', 'Everhart Road', 'Parkdale Drive', 'Lexington Boulevard', '14th Street', 'Highway 285', 'Port Avenue']",35,3.368833797781166,openai:gpt-5-nano,753ab1dc18d53e0bcd26b4264920a8e607ed72ffdc0296d6a71a85cc2b400717,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
167,Ordinance amendments and repeals affecting housing and food codes,"Legal notices describing amendments to the housing code and repeals of portions of the food-handlers code, adopted by the city council.","['housing code', 'food handlers', 'amendment', 'repeal', 'city code', 'ordinance', 'descriptive caption', 'effective date', 'city council', 'Galveston']",52,6.319807720659112,openai:gpt-5-nano,47907bef6772172b2b573e9d941e1ad8a5f27f07d99e817944852a2aa51793f2,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
168,Rezoning parcels from Neighborhood Service and MF-2 to Retail,City ordinance changing parcel zoning by map amendment after a public hearing.,"['rezoning', 'zoning map', 'public hearing', 'change of classification', 'Neighborhood Service', 'Multi-Family', 'Retail', 'Galveston', 'ordinance', 'district change']",35,3.5784661975451475,openai:gpt-5-nano,2473bc2a61ed11eb3c86b897dab49285d07efdacae12c8b2707a5f8dd17abdce,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
169,Specific-use zoning permit granted for Port Arthur property,"A mixed cluster containing a municipal ordinance that grants a specific-use zoning permit for Lots 5 and 6, Block 469 in the Port Arthur Heights Addition, alongside unrelated non-zoning notices such as court, tax, and election items.","['specific-use zoning permit', 'Port Arthur', 'Lots 5 and 6', 'Block 469', 'Port Arthur Heights Addition', 'Ordinance']",36,4.050128526444316,openai:gpt-5-nano,d4b5a4dac7c702dc733ef8191cca8dd80c562a2ed08cac829277ba396ce912a0,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
17,Public hearings to rezone parcels and reclassify districts,"Notices and ordinances announcing rezoning petitions, district reclassifications, and related actions (including annexation references) with public hearing requirements and zoning-map amendments. Texts reflect changes to district classifications and the procedural steps to effect them.","['rezoning', 'district reclassification', 'annexation', 'public hearing', 'zoning map', 'zoning district', 'petition']",1642,154.467008034074,openai:gpt-5-nano,6df9a6727bd7909c71d67aebd3712b6f3e17edbe4c40d7dc96a2f1a6d495c08d,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
170,Public hearings to amend zoning maps and grant special uses,"Procedural notices and ordinances that modify zoning maps and districts, authorize special uses, permit variances, and replat parcels, all via public hearings.","['rezoning', 'zoning amendments', 'special use permit', 'variance', 'replat', 'plat', 'public hearing', 'ordinance', 'city council', 'planning commission']",45,8.867460317460315,openai:gpt-5-nano,4fd4fd171aeec429d336fa309bcd234b9b7d5304e5730c6cbe8cd3bc10b966e2,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
171,Zoning Board Actions on Rezoning and Variances,"Procedural zoning matters handled by the zoning board, including rezoning map amendments and variances, with hearings and related notices.","['rezoning', 'variance', 'zoning board', 'zoning map amendment', 'hearing', 'Keough land', 'district map', 'land-use regulation']",109,14.556471306471293,openai:gpt-5-nano,b1fcbaa7093e5ed0276906864ac80b6729d07b457cbd7434e5f0571072d371bf,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
172,Public hearings for zoning ordinance amendments and variance appeals,"Procedural notices and actions related to amending zoning text and pursuing variances before the Board of Adjustment, including associated public hearing notices.","['zoning amendment', 'variance', 'Board of Adjustment', 'public hearing', 'ordinance amendment', 'notice', 'appeals']",84,7.867760017760011,openai:gpt-5-nano,cc9796e8f16587fa295b4fd6cd7386af2dae9685a60ca58ceabbba2e5041b861,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
173,Rezoning Hearings to Local-Retail and Multi-Family Districts,"Historic newspaper notices of rezoning requests showing planning commission hearings and city council actions to reclassify parcels from Agriculture to Local-Retail, Neighborhood Retail, or Multi-Family districts, including map amendments and official notices.","['rezoning', 'planning commission', 'city council', 'zoning map amendment', 'district change', 'Local-Retail', 'Neighborhood Retail', 'Multi-Family', 'Agriculture']",118,10.72378385503385,openai:gpt-5-nano,c22a334aef0d3d41c584de98f28d485562c769ded59bed7bb294c0ab199f1870,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
174,Procedures to amend zoning code and create official zoning map,"A set of excerpts detailing legislative steps to modify zoning text and adjust the district map, including text amendments, map amendments (rezones), and associated public hearing notices.","['public hearing', 'amendment', 'zoning map', 'text amendment', 'rezoning', 'districts', 'official map', 'zoning code', 'public notice']",127,16.47056556489606,openai:gpt-5-nano,30d94bdbc39144fda9b4490af5715289604de9a7a95f48538a1cef4eb9ad9bf7,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
175,Rezoning parcel from R-3 to LR Local Retail,"A city council enacted ordinance amending the zoning map to reclassify a parcel from R-3 single-family district to LR local retail district, with use restrictions per the Comprehensive Zoning Ordinance, plus a penalty provision and emergency declaration.","['rezoning', 'district reclassification', 'R-3', 'LR Local Retail District', 'Comprehensive Zoning Ordinance', 'ordinance', 'city council', 'emergency', 'penalty', 'Lot 1, Block 4, Woodhaven Addition']",69,10.103452062643234,openai:gpt-5-nano,f83680dc6704a2062cc33dbfb6602b2feb40f69b6f5a869c18fcfeea76a4f730,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
176,Public bidding notices for city construction contracts,"Procedural notices announcing sealed bids for municipal construction projects, detailing bid procedures, deposit requirements, prequalification, and bid opening processes.","['bid', 'public bidding', 'notice to bidders', 'construction contract', 'city secretary', 'prequalification', 'waive informalities', 'bid bond', 'plans and specs']",66,5.852478658713771,openai:gpt-5-nano,83a42f41e3b940bf3c337c82f53986f5bf16001bef86be32ef5dc82ce914ddec,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
177,Public hearing notice to amend zoning map and ordinance,"Procedural notices announcing public hearings to consider amendments to the official zoning map and related zoning code provisions, referencing prior ordinances and planning commission actions (Corpus Christi examples).","['public hearing notice', 'amendments', 'zoning map', 'zoning ordinance', 'Ordinance No. 6106', 'Zoning and Planning Commission', 'City Council', 'hearings', 'evidence', 'objections', 'recommendations']",220,24.94642606954538,openai:gpt-5-nano,7352207d21bbb133a303df3f44647483a8c3234b117851a733b952f23fb436fc,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
178,Adoption of Building Code with Enforcement Penalties,"City ordinance adopting the Southern Standard Building Code (1969 edition, 1970 revision), establishing administration and enforcement provisions, penalties for violations, publication requirements, savings clause, and emergency declaration.","['building code', 'Southern Standard Building Code', 'adoption', 'ordinance', 'enforcement', 'penalties', 'publication', 'savings clause', 'emergency', 'Corpus Christi', 'administration']",56,6.710646467010562,openai:gpt-5-nano,621955656ca5acc430f8a97df170b1a857f0b0720d1dc9121ffb8876d4a30896,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
179,Public hearing to reclassify two blocks to C district,"Procedural notices for amendments to the district map, including reclassifying two blocks from B-1 Trailer Use District to C Commercial District; involves public hearings, Planning and Zoning Commission recommendations, and City Council action.","['rezoning', 'district_map_amendment', 'public_hearing', 'two_blocks_rezone', 'B-1 Trailer Use District', 'C Commercial District']",40,4.375926279602751,openai:gpt-5-nano,5c5f80fffeaabd5944c24a261f6e6b95dc5298efccaf61b61c0059e801864249,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
18,Proposed district reclassification from R-1 to R-2 (rezoning),"This cluster centers on an ordinance that changes the zoning district classification from R-1 (single-family) to R-2 (two- and multi-family) and the accompanying district-map reclassification. It also includes generic legal notices mixed with non-zoning items, but the zoning action is a map-based rezoning amendment.","['rezoning', 'district classification', 'R-1 to R-2', 'zoning map', 'ordinance amendment', 'public notices']",116,9.359580370609772,openai:gpt-5-nano,0305c5c0d3e0e7378d2c8b0282e965db0a3b24eba6f6d3b2182db936519b0004,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
180,Public hearing notice to amend zoning ordinance and map,"Procedural notices and actions to modify the zoning ordinance and its map, driven by Planning Commission recommendations and followed by City Council hearings.","['public hearing', 'amendments', 'zoning ordinance', 'zoning map', 'planning commission', 'city council', 'notice', 'hearings']",65,8.536336716707556,openai:gpt-5-nano,baefc16561fd2770db491e43f2ef3e26d3afe098967e66378a571b208092a8f8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
181,Help wanted and legal notices classifieds,"A non-zoning cluster consisting of employment ads, personal notices, and legal/public notices from mid-20th century newspapers.","['employment ads', 'classifieds', 'public notices', 'legal notices', 'notice to contractors', 'sealed bids']",201,23.941270544947017,openai:gpt-5-nano,2892af990092ff095b38c5ef369b6c25e65432c475edbba4a0ebcbdb0cb68cff,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
182,Adoption of ordinance repealing conflicting provisions with publication,"Procedural legal action centered on enacting a city ordinance that repeals conflicting provisions and becomes effective upon lawful publication, including newspaper publication of the ordinance.","['ordinance', 'repeal', 'publication', 'city council', 'passage', 'effective date', 'conflicting provisions', 'publication by law']",51,5.182596467000493,openai:gpt-5-nano,1ee817d44c9c32926d320de56d639baf2ff4d26aae7bbce76fff7441c2a1723a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
183,Rezoning petition to reclassify residential to local commercial,"Notice and action surrounding a zoning map change from residential to local commercial, including public hearing and ordinance adoption.","['rezoning petition', 'public hearing', 'ordinance adoption', 'zoning map change', 'district reclassification', 'residential to commercial', 'local commercial']",31,3.487774725274725,openai:gpt-5-nano,8e2a1134873c66b7e1875aefbe789e54948a04f75ca840b154bcd296be73716d,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
184,Text amendments to zoning code approved by council,Procedural action: council approves textual amendments to the zoning code after review; no map or district changes are described.,"['text amendments', 'zoning code', 'council action', 'twelve changes', 'amend_text', 'ordinance']",452,59.75267938397706,openai:gpt-5-nano,a70c7c9c0955ba7288d30fc8ac8439256beb16441c4f8083c933282530f8a8fd,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
185,Non-zoning miscellaneous local notices and court reports,"A heterogeneous collection of local newspaper items not related to zoning or land use, including obituaries, court proceedings, traffic fines, and public notices.","['obituaries', 'court reports', 'traffic fines', 'public notices', 'local news', 'marriage announcements', 'birth announcements', 'criminal proceedings', 'arrests', 'dispositions', 'ads', 'classifieds']",56,5.081827280047093,openai:gpt-5-nano,15503740220a21a385e94c3fc6aa67e2f526517bdb4ef11d6f1749b284de74ba,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
186,Annexation ordinance extending city boundaries,"Procedural measure to extend municipal boundaries via an annexation ordinance, extending zoning jurisdiction to include additional blocks and requiring city approvals.","['annexation', 'boundary extension', 'city limits', 'ordinance', 'zoning map']",32,5.145253057710151,openai:gpt-5-nano,6dd573f94cb8ffde54ee89763c8ce8111c691b170c484a436484bc56cf87242d,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
187,Constitutional amendment proposals and voter ratification notices,"Cluster comprises notices and texts about proposals to amend the state constitution, including joint resolutions, publication and deposit requirements, and the process of presenting amendments to voters for ratification, with examples referencing emergency powers and article reorganizations.","['constitutional amendment', 'joint resolution', 'public notice', 'ratification', 'election', 'emergency powers', 'continuity of government', 'amendment text', 'publication', 'articles IV and VI']",43,2.1220581613272835,openai:gpt-5-nano,013732131bd81b0915c9ae1035d9b464ddf454accb493d94313e1cde2e514e83,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
188,Public hearing on district map change and development deviations,"Procedural notices for petitions to reclassify zoning districts (map changes), deviations from zoning standards, and conditional-use permits, presented for Planning Commission hearings.","['public hearing', 'district map change', 'classification change', 'mobile home emplacement', 'deviation', 'lot width', 'lot area', 'setback', 'conditional use permit', 'planning commission', 'zoning notification', 'development permit']",50,5.965432520695677,openai:gpt-5-nano,180d6886925ff6b7b7018c158c1d65245a8b570c0fdc74ab4d51fadfc2f18cb4,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
189,Rezoning map amendments and density adjustments by city council,"A mix of actions to change zoning designations and associated density rules via amendments to zoning maps, including rezoning parcels and adjusting lot-area per dwelling unit, with public hearings and ordinances.","['rezoning', 'zoning map amendment', 'R-4', 'R-5', 'C-2', 'R-2', 'central business district', 'density', 'lot_area', 'dwelling_units', 'public hearing', 'ordinance']",492,64.55117331498937,openai:gpt-5-nano,fca0eaed10397f0da3fc779660b3e368aec89bef5c82f862614ffb66cb2a5773,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
19,Procedural variances and special exceptions in Key West zoning,"Public hearings and approvals for variances, special exceptions, and parking rule amendments across multiple districts in Key West, including R-2, C-2 and HP-1 historic districts.","['Key West', 'variance', 'special exception', 'parking requirements', 'R-2', 'C-2', 'HP-1', 'Zoning Board of Adjustment', 'public hearing', 'ordinance', 'resolution', 'notice']",188,15.163961996895411,openai:gpt-5-nano,18501165e79d15fc1490184c961f93b71c1598c1c1873d3d8b310c0fbe33694c,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
190,Property deed transfers and parcel listings,"Newspaper excerpts describing land parcels (lots and blocks), subdivisions, and conveyance details (buyer/seller names, trustee, and lot/block designations) rather than zoning regulations or land-use rules.","['lot', 'block', 'subdivision', 'L', 'Blk', 'B', 'No Title', 'deed', 'transfer', 'conveyance', 'trustee', 'advertisement', 'real estate listing']",142,6.85266132463888,openai:gpt-5-nano,d65c15b292b651d83808ba566b10c1fc5dd91f487a1a2b5ad12def0de05340ea,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
191,Rezoning actions and district map amendments,"Cluster of notices and ordinances describing changes to zoning classifications and the official zoning map, including district conversions and density provisions for planned residential developments.","['rezoning', 'PRD', 'RM-1', 'density', 'dwelling_units', 'Official Zoning District Map', 'public notice', 'planning commission', 'city council']",42,2.8253519315825817,openai:gpt-5-nano,2e5f23e7911755127000cd2815be879d4560741f8ef363410bfef79e021f3dd0,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
192,Authorization of Revenue Bond Financing Documents by Issuer,"Cluster describes the issuer's legal authorization to issue revenue bonds and execute related financing documents (Indenture, Lease, mortgage), including officer approvals and document execution.","['revenue bonds', 'municipal financing', 'indenture', 'lease agreement', 'trustee', 'reserve account', 'project financing', 'issuer authorization']",34,2.510928125928127,openai:gpt-5-nano,bbc297aa7427e1923b89df3bfb560b9f6ef1d50993489a52e8db01d427783ef5,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
193,Residential real estate classifieds and listings in newspapers,"Cluster consisting of historical newspaper real estate advertisements, listing homes and properties for sale by owners and Realtors; no zoning content.","['real estate', 'classified ads', 'newspaper listings', 'homes for sale', 'realtors', 'for sale by owner', 'income property', 'ads']",72,8.034996669996668,openai:gpt-5-nano,066f3ba3fbf9a3e52726942b157cf98d8baa551d35cc7b19a30f4c0618568b0f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
194,Public publication notices for probate hearings and estate claims,"Newspaper-publication notices related to probate court proceedings: scheduled hearings, final accounts, and creditor/estate claims with required publication and service to interested parties.","['probate court', 'estate', 'notice', 'publication', 'hearing', 'final account', 'claims', 'creditors', 'service', 'newspaper']",174,12.947373949579818,openai:gpt-5-nano,247bb60b02bad218c9e3ad13447e7db7214568a09c1cf2a7ac1c1dfc7b3f8414,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
195,Rezoning parcels from RM12D/RM12 to RS7 and map amendment,"City ordinance rezones specific parcels, changing district classifications and updating the official zoning map to RS7.","['rezoning', 'RS7', 'RM12D', 'RM12', 'IBP', 'RM32', 'official zoning district map', 'ordinance', 'map amendment', 'parcel', 'acres']",148,21.283262944849284,openai:gpt-5-nano,663d2144c07196be1fffac1a3c0b29462e8cdedc59abcdc17a6cfd0d048706b0,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
196,Rezoning parcels and district map amendments with planning commission review,"Procedural and substantive changes to zoning classifications via ordinances, including map amendments and district changes (e.g., RS-2, RM24, CN1), with planning commission recommendations and public hearing notices, often tied to site-plan or use approvals.","['rezoning', 'district map amendment', 'planning commission', 'city council', 'CN1', 'RS-2', 'RM24', 'public hearing', 'notice', 'zoning map', 'ordinance', 'districts']",121,9.985516416501405,openai:gpt-5-nano,9a5dbc7871182895dcac3c66ab4f10b089781219b17b7fc7227dc2ae5650c72b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
197,Adoption of city ordinance with publication and filing,Procedural notice showing the city governing body adopts an ordinance; it becomes effective upon publication and requires filing with the county clerk/register of deeds.,"['city ordinance', 'publication', 'effective date', 'filing', 'county clerk', 'official newspaper', 'affidavit_publication', 'adoption']",239,15.647362966517779,openai:gpt-5-nano,327fa3cea1cacb1143d34a6e17b68b8837fd052341a20cd8820c205a4d354468,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
198,Map-based district rezoning and district map amendments,"Procedural actions to reclassify city districts and amend the district zoning map, including changes like moving parcels from one district to another (e.g., R-1 to C-2) and updating district boundaries via ordinance.","['rezoning', 'district map amendment', 'zoning map', 'ordinance', 'city council', 'R-1', 'C-1', 'C-2', 'R-3', 'R-4', 'amendment', 'districts']",45,5.964879461783484,openai:gpt-5-nano,7299eb6ad0372397853a6adbad530be0f4c266096b52eba4a354f63352ccc812,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
199,Newspaper public notices and classifieds,"A mashup of newspaper pages with public notices, announcements, and classified advertisements (no zoning content).","['public notices', 'classifieds', 'announcements', 'real estate', 'employment', 'advertisements', 'newspaper', 'ads']",154,15.872435974571163,openai:gpt-5-nano,9c6f8f9fb0943ade25f6ad4e749bab602f348dca2a689d896f06d52d6da588f8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
2,Public bidding and contract actions by city government,"Procedural notices, bids, and ordinance/resolution actions for city contracts and public works (Monroe, LA).","['bids', 'contracts', 'ordinance', 'resolution', 'notice', 'city council', 'public works', 'airport', 'street improvements', 'river boat', 'special session', 'bid opening']",71,2.3233118369045185,openai:gpt-5-nano,a6a0982ab05749ea4f5d3cfc6f677a9a8c50c9da7f0e5af9476e6feced5a9124,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
20,Election precinct officer listings and boundary notes,"Administration of election precincts: listing precinct officers, polling locations, and boundary/map updates.","['election', 'precinct', 'presiding judge', 'clerk', 'polling location', 'precinct boundary', 'maps', 'officers']",80,5.055336817166469,openai:gpt-5-nano,42e275c4e96dcd71c41c9f1a1a6a53534083822218ca98f8620de01f22263891,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
200,Temporary notes financing for city capital projects,"Municipal ordinances authorizing the issuance of temporary notes to fund construction and other public improvements (e.g., sewer and street work), with bonds to reimburse later; often labeled as emergency financing by the governing body.","['temporary notes', 'city financing', 'public improvements', 'sewer', 'streets', 'emergency financing', 'bond issuance', 'ordinance']",104,4.321705033724402,openai:gpt-5-nano,51588564a7858ad02126f49c7d3c25edac4e106b0bdaf33366374c1f13f73e6a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
201,Formation of Street Improvement District and Cost Allocation,"Procedural framework for initiating street paving projects via a petition, forming an improvement district, defining boundaries, and allocating costs between the district and the city, including assessment methods and notice provisions.","['street improvements', 'improvement district', 'petition', 'resolution', 'city council', 'cost assessment', 'per square foot', 'boundaries', 'notice', 'waiver of notice']",105,5.195817812721643,openai:gpt-5-nano,142ab6f4e14691ba0241f4b906798bcd94a3895faeee859e3ff71f2f08f35ff3,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
202,Probate hearing notices for estate administration,"Public notices detailing petitions for probate, appointment of administrators, defenses, and orders related to estate administration in Kansas.","['probate', 'will', 'estate', 'hearing', 'administrator', 'notice', 'petition', 'publication', 'court', 'Reno County', 'Hutchinson', 'Kansas']",174,8.67635567356506,openai:gpt-5-nano,ab3dedc980b67e51a95bc03d7948120e8e39aebe815a90b44d9d85f3eec348fa,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
203,Amend district map to reclassify zoning districts,"Procedural and substantive actions altering the city’s zoning district map, including reclassification of parcels among B, E, I, and Neighborhood Shopping districts through ordinances.","['district map', 'zoning districts', 'amendment', 'reclassify', 'B district', 'I district', 'E neighborhood shopping district', 'single family dwelling district', 'heavy industrial district', 'ordinance', 'Hutchinson']",87,4.371598337506617,openai:gpt-5-nano,c4e394ca38c9fbc244934a53fe6f87c947a34e841427b8155b8e353bdbca6757,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
204,Planning body to mull new ordinance (substance unknown),Headline suggests a zoning/planning body will discuss a proposed ordinance; substantive provisions are not provided in the excerpt.,"['ordinance', 'planning commission', 'zoning', 'policy text', 'public discussion', 'regulatory action']",92,11.823489010989006,openai:gpt-5-nano,74b4e2ecf7ca1b2a48ceade1f5db50dc30d323e904764ab8ac179c4a049fc8d4,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
205,Residential variances and district map changes across towns,"A set of notices and reports about regulatory actions affecting residential development, including variances for setbacks and lot areas, plus map or district changes to create or modify zoning classifications (notably apartment zones), with related planning hearings and approvals.","['variance', 'setback', 'front yard', 'lot area', 'front width', 'building height', 'density', 'rezoning', 'zoning map', 'apartment district', 'public hearing', 'planning commission']",39,4.242582417582417,openai:gpt-5-nano,52696c16ef748bf500dde032ede82fbd1e566456e18244359e87544b93f82b2f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
206,Referendum on five-acre density zoning ordinance,"A town selectmen vote to place a ballot measure to adopt a zoning ordinance that would cap density at five acres per dwelling, with reference to forest land zoning; procedural move toward establishing a density limit on land development.","['five-acre density', 'referendum', 'per-family dwelling', 'forest land zoning', 'density limit', 'development restrictions']",67,8.475076312576308,openai:gpt-5-nano,9fcfd30d88faec788f50735b65a0afbf9aee1f1179debfa3850449ea0447c6cf,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
207,Text amendments to zoning code and master plan actions,"A set of excerpts showing zoning code text amendments (density and use changes) alongside planning actions such as master plan map removals, and approvals by zoning boards with conditions.","['text amendment', 'dwelling_units', 'density', 'permitted_uses', 'electronic amusement devices', 'accessory use', 'master plan', 'planning board', 'ZBA', 'cluster housing', 'wetlands district', 'A-1', 'A-2', 'G', 'D', 'subdivision']",249,35.594150294150324,openai:gpt-5-nano,5dc1c1c03eb57da941caf8e9d64f827310c3e1d338bf9eb3ac0c8613e61f9115,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
208,Public hearing on district map changes and PUD standards,"Excerpts discuss district map changes, zone designations (R-2, R-3, CLM), a Planned Unit Development ordinance, and conditional-use permits, with references to hearings and evolving zoning actions.","['district map changes', 'rezoning', 'PUD ordinance', 'conditional-use permit', 'advertising office in R-3', 'zone changes', 'R-3 zone', 'R-2 zone', 'CLM zone', 'parking ordinance', 'public hearing']",37,4.452269952269953,openai:gpt-5-nano,7e479c2fbdee0be30503f85a6fa992507f495d978017a4ef9ffaa00e553875c7,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
209,Public notices and procurement in municipal records,"A mix of public notices, probate, city council records, building permits, and bid solicitations from local government sources, not zoning-specific.","['public notices', 'probate', 'city council', 'building permits', 'bids', 'procurement', 'contract awards', 'sealed bids', 'Iowa products', 'local government']",30,2.16757792860734,openai:gpt-5-nano,993c644a5813e1afb0e3b7e3d2a83cd2be3ba70b79602d25d71581e8465b7e3b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
21,Bond election notices for water district and director elections,"Public notices, resolutions, and ballot procedures related to bond elections for Nueces County Water Control and Improvement District No. 4 and simultaneous district-director elections, including candidate filings and official ballots.","['bond election', 'water district', 'sanitary sewer', 'director election', 'election notice', 'resolution', 'official ballot', 'candidate applications']",76,5.3018401071789825,openai:gpt-5-nano,2f811887405c8d51abfc4c6adb76e78d8ebd67016e431e5a5b1238483e4c0288,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
